date,time,dt0,enddate,endtime,angle,width,speed,speedsigma,min_speed,max_speed,type,quality
2013/12/27,07:36:05.393,4,2013/12/27,12:00:05.750,112,94,238,28,174,303,CME,1
2013/12/27,11:24:05.455,3,2013/12/27,16:00:06.187,178,62,256,23,191,286,CME,1
2013/12/27,21:25:14.388,2,2013/12/28,01:36:05.436,91,12,452,115,281,600,CME,1
2013/12/28,01:00:05.457,1,2013/12/28,06:12:05.467,283,24,182,54,110,303,CME,1
2013/12/28,01:00:05.457,2,2013/12/28,06:12:05.467,285,36,245,42,208,332,CME,1
2013/12/28,04:36:05.426,1,2013/12/28,06:12:05.467,8,18,446,3,440,452,CME,1
2013/12/28,05:36:05.389,2,2013/12/28,08:00:06.601,88,46,698,171,484,1077,CME,1
2013/12/28,06:36:07.153,1,2013/12/28,09:48:05.436,104,10,419,115,363,651,CME,1
2013/12/28,07:48:06.208,1,2013/12/28,08:00:06.601,82,10,465,159,303,744,CME,1
2013/12/28,15:48:05.517,1,2013/12/28,17:36:06.150,119,16,317,51,271,416,CME,1
2013/12/28,18:00:05.536,4,2013/12/28,22:24:05.575,284,218,786,266,221,1420,CME,1
2013/12/28,18:24:05.422,0,2013/12/28,23:12:05.546,197,12,256,23,219,301,CME,1
2013/12/28,18:24:05.422,1,2013/12/28,22:36:07.168,352,10,353,118,184,525,CME,1
2013/12/28,18:36:05.414,1,2013/12/28,22:12:05.483,154,14,675,109,459,801,CME,1
2013/12/28,19:12:06.192,1,2013/12/29,00:12:05.710,77,52,522,620,134,1953,CME,1
2013/12/28,19:12:06.192,2,2013/12/29,01:00:05.381,86,26,437,160,260,856,CME,1
2013/12/29,00:00:06.617,2,2013/12/29,05:24:05.719,303,12,150,29,132,209,CME,1
2013/12/29,04:24:05.456,3,2013/12/29,06:48:05.769,268,30,411,169,118,631,CME,1
2013/12/29,04:36:06.349,1,2013/12/29,05:12:05.427,154,14,171,42,117,257,CME,1
2013/12/29,06:12:05.891,5,2013/12/29,10:24:05.437,142,162,285,76,168,473,CME,1
2013/12/29,06:24:05.383,1,2013/12/29,11:00:05.415,175,24,243,40,188,306,CME,1
2013/12/29,07:12:06.155,1,2013/12/29,11:00:05.415,61,8,260,47,180,293,CME,1
2013/12/29,11:48:05.586,1,2013/12/29,13:48:05.613,135,12,367,20,339,398,CME,1
2013/12/30,03:06:05.427,1,2013/12/30,05:48:05.525,71,12,296,261,184,781,CME,1
2013/12/30,08:12:05.930,1,2013/12/30,11:48:06.185,284,10,445,115,309,612,CME,1
2013/12/30,08:12:05.930,1,2013/12/30,14:24:05.380,179,8,108,5,101,115,CME,1
2013/12/30,11:48:06.185,2,2013/12/30,14:36:05.372,188,46,332,48,231,405,CME,1
2013/12/30,16:36:05.391,1,2013/12/30,19:24:05.677,272,42,260,23,221,306,CME,1
2013/12/30,22:13:33.388,1,2013/12/31,00:48:05.683,183,32,400,41,306,416,CME,1
2013/12/31,06:24:05.455,2,2013/12/31,10:00:05.607,273,64,224,80,113,410,CME,1
2013/12/31,10:36:05.383,3,2013/12/31,14:00:07.544,107,104,833,453,249,1838,CME,1
2013/12/31,22:12:05.410,1,2014/01/01,02:36:05.431,195,16,248,4,241,257,CME,1
2014/01/01,03:12:08.606,2,2014/01/01,05:12:05.425,257,32,202,138,112,512,CME,1
2014/01/01,08:00:05.910,0,2014/01/01,09:24:05.454,286,58,365,68,262,496,CME,1
2014/01/01,13:36:05.382,3,2014/01/01,19:36:05.737,141,60,286,72,230,512,CME,1
2014/01/01,14:48:05.433,2,2014/01/01,18:00:05.803,195,8,457,67,339,512,CME,1
2014/01/01,19:36:05.737,2,2014/01/01,23:36:05.574,256,54,281,67,134,390,CME,1
2014/01/02,00:24:05.441,1,2014/01/02,02:00:05.776,209,8,366,25,322,381,CME,1
2014/01/02,01:36:06.592,2,2014/01/02,01:48:05.384,155,16,229,80,89,343,CME,1
2014/01/02,02:12:05.868,1,2014/01/02,07:36:07.247,164,10,219,30,157,237,CME,1
2014/01/02,05:00:05.454,1,2014/01/02,06:12:05.904,244,42,268,29,242,328,CME,1
2014/01/02,11:48:06.175,0,2014/01/02,13:36:05.402,237,16,355,60,343,496,CME,1
2014/01/02,14:00:06.286,1,2014/01/02,15:36:05.421,175,28,706,209,339,1041,CME,1
2014/01/02,16:48:05.571,1,2014/01/02,18:36:05.398,248,14,316,47,282,416,CME,1
2014/01/03,02:24:06.580,2,2014/01/03,05:12:05.365,49,12,625,114,520,844,CME,1
2014/01/03,18:00:06.243,1,2014/01/03,22:36:05.455,158,22,204,13,177,215,CME,1
2014/01/03,18:12:05.534,1,2014/01/03,20:36:06.236,170,10,192,21,176,234,CME,1
2014/01/03,19:36:05.377,1,2014/01/04,00:48:05.465,234,50,242,143,231,568,CME,1
2014/01/04,21:48:46.917,1,2014/01/05,02:12:05.438,312,22,1479,78,1322,1544,CME,1
2014/01/04,21:48:46.917,1,2014/01/05,00:24:05.711,283,84,558,153,279,868,CME,1
2014/01/05,00:12:06.219,2,2014/01/05,00:24:05.711,257,20,411,19,368,428,CME,1
2014/01/05,00:24:05.711,1,2014/01/05,04:24:05.488,109,28,726,380,135,1201,CME,1
2014/01/05,01:36:05.363,1,2014/01/05,03:12:08.897,302,6,649,704,137,1747,CME,1
2014/01/05,05:36:05.400,1,2014/01/05,05:36:05.400,166,10,181,45,146,250,CME,1
2014/01/05,05:36:05.400,1,2014/01/05,05:36:05.400,244,10,260,17,244,294,CME,1
2014/01/05,09:12:08.753,3,2014/01/05,14:24:06.542,53,60,226,50,155,332,CME,1
2014/01/05,09:12:08.753,0,2014/01/05,14:24:06.542,64,10,256,2,256,260,CME,1
2014/01/05,18:48:05.862,3,2014/01/05,23:12:05.583,315,56,180,15,152,197,CME,1
2014/01/05,18:48:05.862,2,2014/01/06,00:00:05.649,325,20,145,26,125,202,CME,1
2014/01/06,00:48:05.417,3,2014/01/06,02:48:05.536,291,96,296,171,103,801,CME,1
2014/01/06,08:00:05.423,5,2014/01/06,08:36:06.398,285,76,1201,587,119,1736,CME,1
2014/01/06,10:00:05.441,1,2014/01/06,11:12:05.392,246,38,313,467,189,1524,CME,1
2014/01/06,23:12:13.949,1,2014/01/07,00:12:05.407,276,18,565,147,297,665,CME,1
2014/01/06,23:36:05.432,3,2014/01/07,02:48:05.599,312,66,353,30,271,403,CME,1
2014/01/07,03:36:05.465,2,2014/01/07,05:48:07.375,208,114,536,95,306,762,CME,1
2014/01/07,05:00:05.408,1,2014/01/07,06:00:05.467,107,16,1201,480,578,1736,CME,1
2014/01/07,05:36:05.483,1,2014/01/07,05:48:07.375,292,38,249,205,228,651,CME,1
2014/01/07,05:48:07.375,1,2014/01/07,05:48:07.375,297,16,417,50,355,520,CME,1
2014/01/07,06:12:05.459,1,2014/01/07,08:00:06.984,270,6,735,363,359,1358,CME,1
2014/01/07,10:24:05.486,1,2014/01/07,12:36:06.996,157,20,449,94,400,679,CME,1
2014/01/07,18:36:05.649,3,2014/01/07,19:36:05.408,328,346,1135,534,312,1926,CME,1
2014/01/08,05:00:05.423,2,2014/01/08,05:00:05.423,109,12,534,53,504,637,CME,1
2014/01/08,07:12:05.931,0,2014/01/08,07:24:05.723,105,12,400,270,284,1008,CME,1
2014/01/08,13:37:40.667,1,2014/01/08,14:01:11.250,312,22,381,104,235,574,CME,1
2014/01/08,13:49:24.558,2,2014/01/08,14:24:40.935,15,24,305,78,155,401,CME,1
2014/01/09,05:00:05.533,1,2014/01/09,05:48:05.400,198,6,1302,657,339,1953,CME,1
2014/01/09,05:00:05.533,1,2014/01/09,06:24:05.475,335,128,1736,429,686,1953,CME,1
2014/01/09,05:36:05.408,1,2014/01/09,06:36:05.467,273,12,261,92,215,422,CME,1
2014/01/09,09:24:05.451,1,2014/01/09,12:24:05.627,213,8,232,61,124,271,CME,1
2014/01/09,19:36:05.528,2,2014/01/10,02:00:06.363,174,30,224,20,181,244,CME,1
2014/01/10,03:24:05.404,1,2014/01/10,06:36:06.372,52,34,286,32,224,372,CME,1
2014/01/10,23:36:06.185,0,2014/01/11,01:37:29.302,1,12,947,312,336,1157,CME,1
2014/01/11,01:37:29.302,2,2014/01/11,04:24:06.287,284,30,239,51,199,363,CME,1
2014/01/11,01:37:29.302,1,2014/01/11,06:48:05.487,221,80,266,35,213,381,CME,1
2014/01/11,08:24:05.521,4,2014/01/11,13:36:25.804,37,32,170,21,133,207,CME,1
2014/01/12,02:36:05.565,1,2014/01/12,03:48:05.715,24,10,224,4,218,231,CME,1
2014/01/12,04:12:06.699,2,2014/01/12,10:12:05.450,31,24,234,27,184,281,CME,1
2014/01/13,04:12:05.403,3,2014/01/13,08:36:05.420,277,56,411,138,224,600,CME,1
2014/01/13,08:00:05.646,2,2014/01/13,11:48:06.287,33,56,302,40,227,372,CME,1
2014/01/13,08:00:05.646,1,2014/01/13,14:00:05.497,41,16,218,6,204,223,CME,1
2014/01/13,08:48:06.312,1,2014/01/13,12:12:05.571,74,30,343,58,195,385,CME,1
2014/01/13,09:48:05.470,1,2014/01/13,12:00:06.679,309,8,536,16,518,558,CME,1
2014/01/13,10:48:05.429,1,2014/01/13,11:12:06.313,32,10,193,32,141,246,CME,1
2014/01/13,13:25:54.420,1,2014/01/13,14:48:05.463,25,8,383,28,339,419,CME,1
2014/01/13,18:36:06.205,2,2014/01/14,02:12:05.671,13,32,233,19,187,274,CME,1
2014/01/13,21:17:42.075,4,2014/01/14,05:00:07.055,215,84,306,143,113,664,CME,1
2014/01/13,22:36:05.521,1,2014/01/14,04:12:05.688,306,50,300,54,192,415,CME,1
2014/01/13,22:36:05.521,2,2014/01/14,04:48:05.564,313,52,1657,270,951,1961,CME,1
2014/01/13,23:24:05.487,1,2014/01/14,04:48:05.564,321,24,269,84,199,434,CME,1
2014/01/14,00:36:05.538,3,2014/01/14,05:12:05.847,59,48,1536,769,256,1854,CME,1
2014/01/14,09:24:05.473,2,2014/01/14,13:25:52.605,353,72,312,59,206,400,CME,1
2014/01/14,15:12:08.632,1,2014/01/14,19:12:05.466,301,8,168,151,101,429,CME,1
2014/01/15,06:46:47.686,0,2014/01/15,08:21:26.019,172,10,272,26,240,298,CME,1
2014/01/15,15:48:05.510,0,2014/01/15,19:48:05.644,132,18,188,3,188,194,CME,1
2014/01/15,16:12:05.693,4,2014/01/15,17:00:05.860,25,72,151,44,100,269,CME,1
2014/01/15,20:12:06.627,1,2014/01/15,20:36:05.710,349,20,215,12,187,221,CME,1
2014/01/15,22:36:05.528,1,2014/01/15,23:12:11.502,31,12,322,21,281,343,CME,1
2014/01/16,04:00:06.204,1,2014/01/16,07:36:05.554,119,16,267,13,250,288,CME,1
2014/01/16,13:25:53.712,3,2014/01/16,20:00:05.439,225,40,296,117,146,637,CME,1
2014/01/16,14:00:05.588,3,2014/01/16,17:48:05.530,116,50,416,94,242,558,CME,1
2014/01/16,19:48:05.647,2,2014/01/16,23:48:05.681,167,40,242,81,104,322,CME,1
2014/01/16,20:24:05.422,1,2014/01/17,03:24:05.532,178,22,568,90,563,801,CME,1
2014/01/16,21:38:40.470,2,2014/01/17,00:48:05.439,113,56,430,91,286,593,CME,1
2014/01/16,21:38:40.470,2,2014/01/17,00:48:05.439,87,108,578,72,416,744,CME,1
2014/01/17,01:36:23.006,3,2014/01/17,07:24:12.166,249,56,292,91,155,508,CME,1
2014/01/17,04:28:20.687,1,2014/01/17,06:12:12.315,110,26,458,91,360,627,CME,1
2014/01/17,09:24:17.983,1,2014/01/17,11:48:05.643,304,10,718,486,201,1562,CME,1
2014/01/17,09:48:05.466,1,2014/01/17,11:48:05.643,100,10,512,146,264,679,CME,1
2014/01/17,20:00:05.615,1,2014/01/17,21:48:06.039,111,60,726,127,459,919,CME,1
2014/01/17,20:48:05.681,1,2014/01/17,22:00:05.531,183,16,600,92,512,762,CME,1
2014/01/17,23:12:11.615,5,2014/01/18,03:12:10.215,147,148,504,139,139,781,CME,1
2014/01/17,23:36:07.064,1,2014/01/18,01:48:05.473,36,14,703,435,504,1562,CME,1
2014/01/18,04:24:05.566,1,2014/01/18,07:48:05.425,209,12,367,24,343,416,CME,1
2014/01/18,12:24:05.637,0,2014/01/18,15:12:08.719,117,12,919,621,459,1893,CME,1
2014/01/19,05:24:05.434,2,2014/01/19,08:12:06.619,314,26,548,220,272,1077,CME,1
2014/01/20,04:00:05.405,1,2014/01/20,07:36:05.457,286,62,332,85,248,529,CME,1
2014/01/20,10:48:06.325,1,2014/01/20,12:48:05.542,317,8,1201,37,1157,1249,CME,1
2014/01/20,15:36:05.627,1,2014/01/20,19:12:05.779,190,38,368,114,229,578,CME,1
2014/01/20,15:36:05.627,1,2014/01/20,17:48:05.536,96,26,618,5,612,623,CME,1
2014/01/20,15:36:05.627,2,2014/01/20,18:48:05.596,37,56,568,127,302,694,CME,1
2014/01/20,15:48:07.319,0,2014/01/20,19:48:06.654,195,12,347,58,252,363,CME,1
2014/01/20,22:00:05.664,3,2014/01/21,00:48:06.048,62,110,637,148,347,919,CME,1
2014/01/20,23:12:13.014,1,2014/01/21,00:48:06.048,186,26,553,54,492,679,CME,1
2014/01/21,00:00:05.481,2,2014/01/21,01:36:23.116,246,38,263,60,209,405,CME,1
2014/01/21,02:24:07.383,2,2014/01/21,05:12:05.668,259,68,318,67,186,473,CME,1
2014/01/21,05:24:05.559,0,2014/01/21,06:24:35.218,102,18,350,25,318,405,CME,1
2014/01/21,10:00:05.871,0,2014/01/21,11:48:05.497,253,24,947,420,637,1689,CME,1
2014/01/21,10:48:05.638,0,2014/01/21,12:58:07.532,223,16,699,99,579,905,CME,1
2014/01/21,17:24:06.356,2,2014/01/21,21:28:09.682,245,44,496,310,224,1358,CME,1
2014/01/21,17:36:05.441,2,2014/01/21,20:48:05.609,208,98,454,127,167,664,CME,1
2014/01/21,20:48:05.609,1,2014/01/22,00:12:06.770,129,132,960,144,630,1386,CME,1
2014/01/21,22:36:05.536,2,2014/01/22,00:12:06.770,165,12,538,137,488,844,CME,1
2014/01/22,00:00:05.478,2,2014/01/22,02:12:07.087,258,14,539,80,452,694,CME,1
2014/01/22,10:24:05.548,1,2014/01/22,12:00:05.482,259,12,534,40,504,600,CME,1
2014/01/22,14:48:06.767,1,2014/01/22,17:48:05.442,237,28,310,18,271,339,CME,1
2014/01/22,21:24:05.393,2,2014/01/23,00:48:05.552,43,68,309,58,233,440,CME,1
2014/01/23,03:12:09.753,2,2014/01/23,06:24:06.721,58,50,289,48,230,367,CME,1
2014/01/23,18:12:06.732,1,2014/01/23,20:48:05.424,48,6,245,17,240,279,CME,1
2014/01/24,07:36:05.478,1,2014/01/24,10:12:05.470,154,58,822,255,434,1359,CME,1
2014/01/24,20:24:05.490,2,2014/01/24,22:36:06.599,74,34,281,28,218,334,CME,1
2014/01/25,01:36:25.575,2,2014/01/25,05:36:05.709,62,42,333,100,125,428,CME,1
2014/01/25,03:12:10.008,0,2014/01/25,05:48:05.701,84,10,459,85,405,606,CME,1
2014/01/25,10:00:05.627,1,2014/01/25,12:48:05.711,76,46,374,95,264,584,CME,1
2014/01/25,10:48:05.594,1,2014/01/25,12:24:05.427,129,16,500,151,345,781,CME,1
2014/01/25,16:36:05.455,1,2014/01/25,18:12:05.588,117,48,1201,521,231,1735,CME,1
2014/01/25,21:36:06.647,3,2014/01/26,00:48:06.715,124,82,410,158,213,844,CME,1
2014/01/26,08:48:06.584,1,2014/01/26,11:36:05.468,123,92,456,99,246,762,CME,1
2014/01/26,15:24:05.411,2,2014/01/26,17:12:05.537,74,10,189,240,158,623,CME,1
2014/01/26,18:12:05.496,2,2014/01/26,20:24:05.405,65,36,520,70,385,651,CME,1
2014/01/26,21:48:05.546,1,2014/01/27,00:48:05.522,141,88,488,91,309,694,CME,1
2014/01/26,21:48:05.546,4,2014/01/27,04:24:05.574,202,98,480,85,343,710,CME,1
2014/01/26,23:12:12.789,1,2014/01/27,00:48:05.522,110,10,744,90,589,822,CME,1
2014/01/27,01:36:24.390,2,2014/01/27,05:24:05.433,58,30,976,302,381,1420,CME,1
2014/01/27,01:36:24.390,2,2014/01/27,04:24:05.574,107,36,416,75,244,534,CME,1
2014/01/27,02:12:05.665,1,2014/01/27,05:24:05.433,76,10,756,122,649,946,CME,1
2014/01/27,06:36:05.483,2,2014/01/27,11:12:05.692,182,22,393,10,378,408,CME,1
2014/01/27,08:12:05.617,1,2014/01/27,09:48:05.650,351,8,309,297,195,919,CME,1
2014/01/27,08:48:05.592,1,2014/01/27,13:25:51.300,196,10,355,270,202,938,CME,1
2014/01/27,09:12:08.775,1,2014/01/27,10:48:06.709,97,20,433,104,367,625,CME,1
2014/01/27,09:36:05.458,1,2014/01/27,12:12:06.551,127,16,274,87,161,381,CME,1
2014/01/27,12:00:05.559,1,2014/01/27,15:36:05.510,47,36,365,51,258,452,CME,1
2014/01/27,12:00:05.559,2,2014/01/27,18:00:05.773,31,16,244,26,195,276,CME,1
2014/01/27,14:36:05.451,3,2014/01/27,19:48:06.699,311,12,399,117,286,624,CME,1
2014/01/27,17:00:07.114,1,2014/01/27,22:36:07.083,300,6,316,423,274,1159,CME,1
2014/01/27,20:36:05.466,0,2014/01/27,22:12:07.100,97,24,856,64,762,992,CME,1
2014/01/28,05:48:05.585,0,2014/01/28,07:00:05.436,69,16,761,172,558,1116,CME,1
2014/01/28,06:12:05.469,1,2014/01/28,08:00:05.495,96,10,839,179,504,867,CME,1
2014/01/28,08:00:05.495,2,2014/01/28,12:48:07.096,53,32,781,422,191,1562,CME,1
2014/01/28,08:36:05.770,1,2014/01/28,11:00:05.470,233,16,111,68,104,269,CME,1
2014/01/28,10:12:05.803,1,2014/01/28,12:48:07.096,59,8,453,37,398,504,CME,1
2014/01/28,10:36:05.487,1,2014/01/28,12:36:05.604,64,14,919,341,710,1562,CME,1
2014/01/28,15:48:05.572,1,2014/01/28,17:36:05.597,52,38,753,361,488,1644,CME,1
2014/01/28,22:24:05.398,2,2014/01/29,01:48:06.659,107,68,500,119,177,710,CME,1
2014/01/29,00:00:05.532,0,2014/01/29,03:24:07.092,174,42,690,77,644,868,CME,1
2014/01/29,00:36:05.706,2,2014/01/29,03:48:05.576,232,38,558,111,370,746,CME,1
2014/01/29,00:36:05.706,1,2014/01/29,04:48:37.135,195,12,187,88,100,326,CME,1
2014/01/29,01:36:27.467,1,2014/01/29,01:36:27.467,340,26,234,22,178,252,CME,1
2014/01/29,01:48:06.659,2,2014/01/29,04:48:37.135,215,52,353,150,130,694,CME,1
2014/01/29,03:24:07.092,0,2014/01/29,05:00:05.527,232,22,351,38,300,428,CME,1
2014/01/29,04:36:05.543,1,2014/01/29,06:24:05.569,102,54,529,128,286,762,CME,1
2014/01/29,04:48:37.135,1,2014/01/29,08:00:05.703,132,18,414,30,339,440,CME,1
2014/01/29,05:36:05.602,2,2014/01/29,08:48:05.870,35,8,248,135,193,508,CME,1
2014/01/29,05:36:05.602,1,2014/01/29,07:36:05.519,260,14,308,110,242,538,CME,1
2014/01/29,07:12:05.706,1,2014/01/29,09:12:09.354,96,26,381,171,229,844,CME,1
2014/01/29,11:36:05.753,1,2014/01/29,14:36:05.430,242,26,308,60,221,390,CME,1
2014/01/29,11:48:05.545,0,2014/01/29,14:36:05.430,294,22,390,107,243,520,CME,1
2014/01/29,12:48:05.404,1,2014/01/29,15:12:09.004,16,22,212,92,145,466,CME,1
2014/01/29,15:12:09.004,2,2014/01/29,17:00:05.531,92,50,512,129,229,781,CME,1
2014/01/29,20:36:05.582,1,2014/01/29,22:36:05.599,94,34,406,127,249,744,CME,1
2014/01/30,08:12:05.402,2,2014/01/30,11:12:05.778,114,122,464,120,217,762,CME,1
2014/01/30,09:36:07.144,1,2014/01/30,12:24:05.529,343,24,343,87,309,558,CME,1
2014/01/30,15:48:06.088,2,2014/01/30,19:48:06.724,147,220,749,215,452,1358,CME,1
2014/01/30,17:48:05.604,2,2014/01/30,20:36:06.689,330,122,508,147,266,1041,CME,1
2014/01/30,18:48:05.463,1,2014/01/30,20:36:06.689,159,16,1525,240,1358,1953,CME,1
2014/01/30,22:36:05.707,1,2014/01/31,00:36:06.211,133,16,791,30,744,822,CME,1
2014/01/31,03:12:08.716,2,2014/01/31,08:24:07.101,203,44,367,129,210,642,CME,1
2014/01/31,06:12:11.292,1,2014/01/31,08:12:05.514,167,20,512,145,281,781,CME,1
2014/01/31,08:12:05.514,1,2014/01/31,12:48:05.719,330,6,222,106,154,422,CME,1
2014/01/31,08:12:05.514,1,2014/01/31,13:48:05.706,330,6,272,220,220,710,CME,1
2014/01/31,16:02:40.278,1,2014/01/31,16:48:05.847,61,16,182,13,160,195,CME,1
2014/01/31,16:24:05.563,1,2014/01/31,19:12:05.548,352,118,484,127,196,664,CME,1
2014/01/31,16:24:05.563,1,2014/01/31,16:36:07.055,160,22,147,11,123,153,CME,1
2014/02/01,03:12:09.017,3,2014/02/01,08:00:05.818,93,60,171,45,116,339,CME,1
2014/02/01,03:36:05.400,2,2014/02/01,08:12:07.010,156,18,177,10,159,196,CME,1
2014/02/01,06:36:05.976,2,2014/02/01,11:48:05.602,330,34,268,71,186,440,CME,1
2014/02/01,07:24:05.643,1,2014/02/01,09:48:05.443,39,24,312,84,218,456,CME,1
2014/02/01,11:24:05.678,2,2014/02/01,14:12:05.461,70,66,355,57,264,504,CME,1
2014/02/01,15:12:08.920,1,2014/02/01,19:00:05.463,186,10,207,46,188,303,CME,1
2014/02/01,15:24:05.412,1,2014/02/01,17:48:05.612,92,30,295,68,169,328,CME,1
2014/02/01,16:12:06.979,1,2014/02/01,18:00:07.306,48,10,445,80,367,557,CME,1
2014/02/02,07:00:05.467,2,2014/02/02,09:36:05.659,89,88,192,81,124,431,CME,1
2014/02/02,08:36:05.601,1,2014/02/02,09:36:05.659,108,18,233,16,201,254,CME,1
2014/02/02,08:48:06.992,2,2014/02/02,10:12:05.534,344,22,281,52,269,381,CME,1
2014/02/02,09:12:08.676,4,2014/02/02,14:48:05.644,245,160,488,125,172,694,CME,1
2014/02/02,09:12:08.676,2,2014/02/02,14:36:05.452,251,20,354,234,131,946,CME,1
2014/02/02,13:36:25.993,0,2014/02/02,15:12:08.727,241,12,504,122,276,638,CME,1
2014/02/02,17:12:05.544,1,2014/02/02,20:48:05.495,174,10,308,60,202,367,CME,1
2014/02/02,17:36:05.528,5,2014/02/02,22:00:05.846,237,72,325,55,202,411,CME,1
2014/02/02,23:24:06.987,0,2014/02/03,00:48:05.629,122,10,329,55,236,385,CME,1
2014/02/03,06:36:05.489,1,2014/02/03,10:24:05.533,210,18,390,84,231,437,CME,1
2014/02/03,08:12:05.524,2,2014/02/03,11:48:05.475,179,28,188,54,106,300,CME,1
2014/02/03,08:36:05.607,1,2014/02/03,10:24:05.533,90,78,339,84,199,480,CME,1
2014/02/03,11:12:05.600,2,2014/02/03,15:48:05.409,98,30,216,52,117,274,CME,1
2014/02/03,13:36:22.300,1,2014/02/03,15:48:05.409,59,20,287,79,192,440,CME,1
2014/02/03,19:48:05.543,1,2014/02/03,21:48:06.660,226,10,548,55,520,664,CME,1
2014/02/03,20:24:05.519,1,2014/02/03,23:36:05.490,59,16,252,115,195,459,CME,1
2014/02/03,21:36:05.469,2,2014/02/04,00:48:06.537,185,24,284,44,220,359,CME,1
2014/02/03,21:36:05.469,1,2014/02/04,03:24:05.428,165,28,449,58,318,559,CME,1
2014/02/04,00:24:05.552,1,2014/02/04,03:48:35.412,276,18,304,60,231,422,CME,1
2014/02/04,00:36:06.244,2,2014/02/04,02:36:05.562,209,40,710,120,459,892,CME,1
2014/02/04,08:36:05.414,1,2014/02/04,12:00:05.673,119,44,257,33,199,322,CME,1
2014/02/04,10:48:06.623,1,2014/02/04,13:48:05.398,230,10,231,81,166,372,CME,1
2014/02/04,16:36:06.583,1,2014/02/04,18:49:08.473,204,74,431,88,242,618,CME,1
2014/02/04,16:48:05.602,3,2014/02/04,20:48:05.479,303,24,202,28,150,262,CME,1
2014/02/04,19:36:05.528,1,2014/02/04,22:36:05.904,230,54,286,22,264,347,CME,1
2014/02/04,20:12:06.904,1,2014/02/04,23:12:12.380,211,12,233,41,203,303,CME,1
2014/02/04,21:28:11.251,1,2014/02/05,00:48:06.914,59,12,325,54,306,440,CME,1
2014/02/04,21:49:15.037,1,2014/02/05,00:48:06.914,117,24,381,77,294,538,CME,1
2014/02/04,22:36:05.904,1,2014/02/05,02:36:05.540,176,10,468,97,413,672,CME,1
2014/02/05,02:12:05.456,3,2014/02/05,06:24:05.582,248,74,306,68,152,419,CME,1
2014/02/05,02:12:05.456,1,2014/02/05,08:48:05.783,225,8,446,7,446,459,CME,1
2014/02/06,00:24:05.538,5,2014/02/06,06:00:05.407,218,62,304,44,199,388,CME,1
2014/02/06,03:24:34.714,5,2014/02/06,08:48:05.493,309,36,168,173,104,664,CME,1
2014/02/06,08:24:05.508,3,2014/02/06,12:48:05.826,54,26,263,28,192,302,CME,1
2014/02/06,10:36:05.517,1,2014/02/06,12:48:05.826,316,10,395,31,341,434,CME,1
2014/02/06,12:00:06.458,2,2014/02/06,18:36:05.486,248,6,261,87,217,422,CME,1
2014/02/06,13:25:51.900,2,2014/02/06,13:48:05.484,338,10,110,12,99,135,CME,1
2014/02/06,16:36:05.469,4,2014/02/06,16:36:05.469,340,38,110,12,100,135,CME,1
2014/02/07,00:00:05.662,4,2014/02/07,08:24:05.415,19,24,263,137,153,558,CME,1
2014/02/07,15:24:05.426,1,2014/02/07,19:36:05.390,75,20,204,42,116,238,CME,1
2014/02/07,16:48:06.468,1,2014/02/07,20:24:05.556,55,8,267,4,260,271,CME,1
2014/02/07,22:24:06.574,2,2014/02/08,00:48:06.975,83,20,242,38,177,306,CME,1
2014/02/07,22:24:06.574,2,2014/02/08,02:48:05.592,185,76,353,136,194,694,CME,1
2014/02/08,05:48:05.868,1,2014/02/08,07:36:05.593,254,18,585,138,309,780,CME,1
2014/02/08,08:12:05.568,2,2014/02/08,12:48:05.679,77,12,312,44,231,353,CME,1
2014/02/08,17:12:05.497,2,2014/02/08,21:12:08.831,112,54,383,66,221,456,CME,1
2014/02/08,17:12:05.497,1,2014/02/08,20:24:05.564,75,8,416,31,378,456,CME,1
2014/02/09,01:25:51.756,2,2014/02/09,06:00:05.568,90,18,488,55,385,578,CME,1
2014/02/09,16:12:05.613,1,2014/02/09,18:25:09.055,91,100,947,232,376,1225,CME,1
2014/02/09,16:24:05.538,1,2014/02/09,20:24:05.473,62,10,323,23,282,355,CME,1
2014/02/09,16:48:05.621,1,2014/02/09,19:00:05.431,188,14,880,58,781,976,CME,1
2014/02/09,17:00:05.413,1,2014/02/09,19:24:07.014,354,54,615,246,411,1420,CME,1
2014/02/09,17:00:05.413,1,2014/02/09,17:24:05.497,22,14,385,127,160,521,CME,1
2014/02/09,17:36:05.688,1,2014/02/09,20:48:05.457,290,18,548,136,325,694,CME,1
2014/02/09,17:36:05.688,1,2014/02/09,20:36:05.571,258,18,372,66,325,538,CME,1
2014/02/09,18:36:05.447,3,2014/02/10,00:48:05.491,215,16,411,62,297,473,CME,1
2014/02/10,06:12:05.667,3,2014/02/10,08:48:05.460,28,54,141,102,99,452,CME,1
2014/02/10,18:36:05.555,1,2014/02/11,01:48:05.457,297,8,125,1,125,127,CME,1
2014/02/10,19:00:07.038,0,2014/02/10,20:48:05.563,320,10,199,61,160,303,CME,1
2014/02/10,21:48:05.422,4,2014/02/11,01:25:52.572,158,74,466,115,209,589,CME,1
2014/02/10,23:24:05.456,2,2014/02/11,00:36:05.406,278,14,220,42,148,254,CME,1
2014/02/10,23:48:05.439,1,2014/02/11,01:48:05.457,100,26,698,257,428,1358,CME,1
2014/02/11,01:36:23.165,1,2014/02/11,03:12:08.798,125,8,484,16,480,513,CME,1
